,text,affect
3632,"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression",sadness
3633,she's always so insensitive whenever i grieve idgi,sadness
3634,We lost,sadness
3635,Romero is fucking dreadful like seriously my 11 month old is better than him.,sadness
3636,"One step forward, two steps backward, the link to RogerFedererShop doesn´t work.😰 I am losing hope about Roger Federer new Website #sadness",sadness
3637,My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru  #tumblr,sadness
3638,"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6🙄🙄🙄🙄 FML",sadness
3639,"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",sadness
3640,you never call me when your sober,sadness
3641,come on let's make em hate 😘make em pout they face 👿😩.,sadness
3642,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,sadness
3643,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,sadness
3644,Dylon felt dejected. He has a dejected aunt!,sadness
3645,"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness
3646,Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,sadness
3647,Nature looks a lot greener on gloomy dayz,sadness
3648,The new lock sound is grim,sadness
3649,Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness
3650,Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,sadness
3651,"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness
3652,Gaaaaaaaad! Should have stayed in London!,sadness
3653,I mourn the creativity lost.,sadness
3654,Add Donte Moncrief to my dismal situation #blessed.,sadness
3655,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,sadness
3656,U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive,sadness
3657,Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,sadness
3658,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness
3659,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
3660,How do u grieve someone who legally wasn't a person yet?,sadness
3661,It's so gloomy outside. I wish it was as cold as it looked,sadness
3662,"When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it. #sadness",sadness
3663,My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩,sadness
3664,Trying to take what's lost and broken and make it right,sadness
3665,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness
3666,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth ,sadness
3667,"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",sadness
3668,"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness
3669,i got his bitch depress,sadness
3670,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,sadness
3671,untypical kinda Friday #dull,sadness
3672,"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",sadness
3673,Feels grim not having your nails done,sadness
3674,"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo",sadness
3675,That AK47 leave your spine with a frown,sadness
3676,a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness
3677,One way ticket to the blues.,sadness
3678,Marcus Roho is dreadful,sadness
3679,"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing .  #needhelp",sadness
3680,Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook,sadness
3681,Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs,sadness
3682,So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.,sadness
3683,penny dreadful just cleaved off a fraction of my heart,sadness
3684,"Everything is far away because time is short, no rest for the weary.",sadness
3685,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,sadness
3686,Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,sadness
3687,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",sadness
3688,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,sadness
3689,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,sadness
3690,"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him",sadness
3691,Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sadness
3692,Don't wanna go to work but I want the money ,sadness
3693,Y'all tune into Snapchat for Beans funereal,sadness
3694,Ffs dreadful defending,sadness
3695,"the waitress recognised me from last time i was in there moping, after my interview haha",sadness
3696,What day is it #lost,sadness
3697,"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",sadness
3698,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",sadness
3699,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",sadness
3700,The word happiness would lose its meaning if it were not balanced by sadness.,sadness
3701,"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness
3702,"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk",sadness
3703,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,sadness
3704,"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark",sadness
3705,November #canola lost $5.50 to $464.20 per tonne.,sadness
3706,Brad Pitt being investigated for child abuse?! this all just got really #dark,sadness
3707,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness
3708,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote,sadness
3709,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness
3710,lost my 244 day snapchat streak i'm done,sadness
3711,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,sadness
3712,Never leave me alone with my credit card. Nope nope mope.,sadness
3713,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,sadness
3714,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness
3715,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,sadness
3716,History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final,sadness
3717,Mayor visits downtrodden part o town in brave PR stunt. More at eleven.,sadness
3718,You don't know how to love me when you're sober #sober #selenagomez #revival,sadness
3719,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,sadness
3720,What do you do?'\n'You are not worthy enough to know.' #what #serious,sadness
3721,"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?",sadness
3722,Why doesn't anybody I know watch penny dreadful? ☹️️,sadness
3723,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober,sadness
