,text,affect,Unnamed: 2,Unnamed: 3
7761,Soooooo one of Famu's drum majors died after his performance yesterday. ,sadness,,
7763,The sad feeling you get when you know someone you like will be leaving...  #Misery,sadness,,
7764,How sad that  will be phased out. Such an esteemed German brand with heritage! ,sadness,,
7766,IM GUH IMMA BE BROKE FOR BLACK FRIDAY ,sadness,,
7768,Seriously when are girls gonna stop dressing like sluts? Don't need 2 post  a picture in a dress that literally was painted on u. ,disgust,,
7770,You're going to see someone's heart broken live tonight.  ,sadness,,
7771,Blah I have 4 more hours of work ,disgust,,
7772,i need to stop looking at pug and beagle pictures.... it remind me too much of my old puggle Rocky &lt;/3 #memories,sadness,,
7774,"A beautiful day for my doggie to go to heaven :,) ",sadness,,
7775,"Not ready to go back to school now, especially now that my little bro is sick. ",sadness,,
7776,Are those gunshots I hear in  or am I just of a nervous disposition? ,fear,,
7777,"Tomorrow is the first time since 2006 I don't get to attend Test of Manhood...and, in its place, I get to take a 5-hour LSAT.  ",sadness,,
7778,"I'm not in the Christmas spirit at all, scene as we're living with two people who curse the fuck if you mention it ",sadness,,
7779,"Smoking advert is fucking sick, the money spent on it could be spent on saving lives instead of telling me how to live mine. Fuck up. ",anger,,
7781,Just accidentally allowed my skink to lick my tongue because I was mimicking her way too close to her face.....#fml,disgust,,
7783,"One of these days, we'll tire of taking digs at  InsaneSibal and others. But they won't ever tire of stupidity. #fb",sadness,,
7784,Cant listen to party rock without missing my kd buddies! ,sadness,,
7785,God wants you to shoot pass the stars but the you have won't allow Him to work in your life! #ChooseFaith,fear,,
7786,Now I kno why I don't like home it hurts too much to remember &lt;/3  ,sadness,,
7788,Long day and i still have another class! ,sadness,,
7789,RIP Dev Anand Sir! Bollywood has lost his evergreen actor! A legacy ends.... ,sadness,,
7791,Why do the weeks off work go by sooooo quickly?! I am making the most of tomorrow!!  ,sadness,,
7792,factor use to be the best game show to watch,fear,,
7793,I was excited about going to calebs wrestling tournament...until they left me ,anger,,
7794,In your anger do not sin”: Do not let the sun go down while you are still angry. ,anger,,
7795,The Scary Moment when your teacher says that they're gonna start calling on random people ,fear,,
7796,Reading old messages and realizing how much you actually miss that one person ,sadness,,
7798,That moment when you want that one person to text you back and you get a message and its someone else. ,sadness,,
7799,La lampada sopra la mia testa ha scricchiolato ,fear,,
7801,"Sometimes I wanna take your head and ram it into mirrors. Because in the shattered reflective pieces of glass, I can see your pain. ",anger,,
7802,Test grandeur nature des nouveaux horaires de la  Je suis tout peur ,fear,,
7805,Apparently the only dozen liberals in the south survived the zombie apocalypse.  #guns #WalkingDead #retards,fear,,
7806,My hair almost got stuck in the door this morning :( time for a hair cut maybe? ,sadness,,
7808,"For me, match of the night was  vs  Knew it could be great, but they blew me away.  ",fear,,
7809,"pissed off, was looking 4ward to buying kate Bushs new album; even had it pre-ordered; had to cancel cos the other 1/2 needs the £. ",sadness,,
7810,Missing my love command the stage ,sadness,,
7812,Remembering the moment when i started twitter and said how the fuck do i get in lists?!?!? and i still think that till this day.... ,sadness,,
7813,"I am convinced that the NICE ones are traps. They lure you in with the promise of granite counters, then you wake up without a Kidney. ",fear,,
7814,I don't understand what to even do anymore. Good mood gone bad. ,sadness,,
7816,A week off work will deffo put the in to you on Sunday :(,fear,,
7817,"Eva Mendes? REALLY? I've lost hope in humanity. Ryan Gosling, you broke my heart. ",disgust,,
7818,OMG why was  fired?! Harry was the worst person ever in that task. #youngapprentice,anger,,
7819,My family insists on getting food they know I can't eat... #lametweet,sadness,,
7824,Ok so and #loathing in #lasvegas kind of a morning. And it was awesome! Yesterday as well. Hopefully this #trip lasts into tomorrow!,fear,,
7825,Okay I'm scared of ghost.. Please don't ever come and find me. ,fear,,
7827,Ayer le dije al medico y me mando con la doctora Keiko que hace acupuntura ,fear,,
7830,My personal definition of ambivalence: finally having a date for experimental surgery...  ,fear,,
7832,got about 4 hours of sleep last night.. now we are out of coffee. :(  ,sadness,,
7835,"isn't of the Lord, and it wasn't ever His plan for us to question our walk with Him as long as we're faithful and obedient. #trusting",fear,,
7836,Working on the first day back is not fun to look forward too ,sadness,,
7837,Excitement is slowly giving way to terror.  ,fear,,
7838,So Factor is coming back &amp; it comes on tomorrow *That's What's Up* but what time &amp; what channel?,fear,,
7839,of never making it to see my son or my daughter get married or have their first baby thats one of my greatest fears,fear,,
7840,"was going to do another youtube video, but i'm depressed so i'm just going to sit and cry on my bed ",sadness,,
7842,Damn made good time to Reseda. It's good to be early for the unexpected journey. Let's do this. ,fear,,
7843,"although the people were nice, i wish we didn't have to have a hug line at the visitation....  = ",sadness,,
7844,So big Sean fell off stage performing son still go hard tho..... ASS ASS ASS ASS ASS ASS ASS ASS ASS!!,sadness,,
7846,Don't you turn a blind eye. Change whats been programmed inside. Staying silent is a crime! #Creed #NowPlaying,fear,,
7847,I want to go see breaking dawn but EVERYONE IN THE ENTIRE WORLD has already seen it. ,sadness,,
7848,"Good day at the gym, bringin that  and that  but leavin that ",fear,,
7849,My worst is not having a future...and I fear the future of our country,fear,,
7850,Nor will the wealth profit him when he is  thrown in the pit ,fear,,
7852,Ugh missed the America horror story ,sadness,,
7853,"I feel that is deadly because it is parasitic, is consumes its host only because the host allows it to. It's like a voluntary cancer",anger,,
7856,I swear Chat hates me today :-/ ,sadness,,
7857,"you shouldn't domestic drones anyway. who ever heard of a drone attacking the wrong target? no one ever, that's who.",fear,,
7858,Good Morning Everyone.. Please Try to manage your since people can't manage their #Stupidity... #TeamJuici,anger,,
7860,One of em constsntly callin me private and shit and the other one internet gangster ,sadness,,
7861,legally we can  the government for many things.           #man,fear,,
7862,why is my man Peter Gabriel trending?... OMG I missed a performance? ,sadness,,
7863,"Second stage of loss,so -screw you bitch for making my life miserable,  does that suffice ?? ",anger,,
7864,Words can't describe how angry i am...it's been a horrible sunday--gr8 way 2 end my week. Not talking to any1 til my 26th bday...,anger,,
7865,Its NOT the You Put in Someone's Heart its that #ASSWHOOPING You Gone Receive .!,fear,,
7866,When all food seems tasteless..and stomach growls at each breath so ur left with no choice but to take it all in..,disgust,,
7868,"i can hardly describe how i felt when i saw that play forming, happening.  ",fear,,
7871,putting up christmas stuff would mean more to me if I knew Mimzy was coming. ,sadness,,
7872,"Yes, chicken. Grandpa no like turkey. ",sadness,,
7874,"If you missed last night's message, go to our website (www.foundatiocincy.com) and listen to it. It can be found under the media tab. ",fear,,
7875,I'm now feeling worse than I did when I awoke. I need to be held. #NeverAgain,fear,,
7876,Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. ,anger,,
7877,Never let the fear and the thought of failure stop you from reaching for your dreams.  ,fear,,
7879,"head hurts. kind lonely, too much work to do. so tired. ",sadness,,
7880,My dad just asked me if the Nutcracker was an actual story..... I was raised by this man. ,sadness,,
7881,Forgot to get the fresh fruit torte from wuollet's for Thanksgiving. ,sadness,,
7882,I'm just gonna say this once: drink is evil. I'm never drinking again. I hate my phone. ,fear,,
7883,Last day at museum school ,sadness,,
7884,People with complicated orders in Starbucks line T_T ,anger,,
7886,"I had to retire the picture of Michael Emerson doing that weird, amazing expression. ",sadness,,
7887,Strictly avoid frightening ideas ,fear,,
7888,One of my biggest pet peeves is when clothes constantly fall of their hangers. ,anger,,
7889,Living in is not understanding that w/ Christ there is the promise of a new start... letting go of fear is holding on to Christ.,fear,,
7890,"I mean, you clearly want people to ask, but then they do, and you don't respond. Knock it the fuck off! #annoyingpeople",anger,,
7891,Here I go looks don't scare me nor threats fear God not them God fuck them,fear,,
7892,"How in my wildest dreams am I going to get £14,000 to pay for my sister's fees before monday? As an entrepreneur?  #faith",fear,,
7893,Asians driving around in vans in the Target parking lot. ,fear,,
7894,i just realized this is my last weekend in boston for this semester and i'm spending all of it in the library :'( #finals,sadness,,
7895,"Chopping wood with dad today, thought i would lose a limb, my hands were about 6 inches from the chain ahhhh ",fear,,
7896,Alone in a white van eating a mars bar ,sadness,,
7898,My real nails are so long that they look fake... and then my pinky nail breaks &amp; all my nails look weird. 4 long ass nails &amp; 1 numb! ,anger,,
7899,Realized my biggest fear while riding a jeep to it park. ,fear,,
7900,I can't think of a single thing I really want for Christmas.....,sadness,,
7901,"I've tried to sign in back my Myspace account for many times. Unfortunately, it is not working. ",sadness,,
7902,Apple expect me to go back for a 4th time! Because they don't have any iPods in stock and have to order one. Mugs! ,anger,,
7903,So my wife is out at a &quot;fun party&quot; this evening. All I can think is: please don't buy a strap-on. ,fear,,
7904,"My roomie took my favorite necklace last night and hid it, now I can't find it ",sadness,,
7906,not getting an advent calendar because you're a deprived child ,sadness,,
7907,no phone network at all. You can't call or text me. Whatsapp only works at home. ,sadness,,
7908,"I love a girl with thick skin, but when you're talking to your man &amp; you say nigga in every sentence #GTFOH #HoodBooger",disgust,,
7909,We didn't participate in follow friday yesterday.. ,sadness,,
7910,The worst thing is to know someone who's depressed and is beyond the point of being cheered up. ,sadness,,
7911,Who eats bananas wit pizza?! ,disgust,,
7912,Don't believe in everything that people say to you it just leads to  ,sadness,,
7914,My hat is MIA. I don't think ive ever been more upset about an article of clothing. I loved that hat. :'( ,sadness,,
7916,"Awww, I'm hearing a song that reminds me of a friend....but I'm not currently speaking with him.....ugh :( ",sadness,,
