,text,affect
4965,I'm going to see sweeney todd on stage with my best friend for her bday today (I know I'm going to be the one who sings along!!),happiness
4966,HAPPY MOTHERS DAY!,happiness
4967,G'night Twitterverse! Thanks for keeping me entertained!!,happiness
4968,Star Trek movie: riveting. Soundtrack: superb. Overall experience: fantastic. Alyssa jumping at german shepherd: priceless.,sadness
4969,At social.  just saw G-1.. Awwww,sadness
4970,is going to help lancey cook,happiness
4971,Had a great night! Tomorrow is mothers day,happiness
4972,"The sun is shining brightly and the day has just begun! What's in store? Wandering around les calanques maybe? Vin, definitely!",happiness
4973,Justin Timberlake and Leonard Nimoy? And a Dick in The Box sequel? priceless,happiness
4974,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx",sadness
4975,"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",happiness
4976,"just got home! LET US ALL BE CONNECTED WITH GOD, CONSTANTLY!",sadness
4977,sittin by the fire...yes!,happiness
4978,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,happiness
4979,HAPPY MOTHER'S DAY to all of the wonderful women out there.  Have a great and relaxful day.,happiness
4980,Home. Tonight was fun  thanks!,happiness
4981,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,happiness
4982,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16",sadness
4983,rain drops keep falling on my head..,sadness
4984,I ate a foot long from subway like an hour ago! OMG! I'm happy and full. I hadn't ate since b-fast.  happy Lis.,happiness
4985,Early morning walkies really aren't my thing... at least it's vaguely warm,sadness
4986,Just woke up from nap and then ate nasi padang and pisang cokelat,sadness
4987,Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight,happiness
4988,a night alone with my piano...and a pro tools session... ill take that ANYTIME.,happiness
4989,is going to watch the two davids. yey,happiness
4990,Today is another good day for some less extreme experiences... Anyone a fan of #24? I'm watching season 4 now,happiness
4991,Romantic evening in with papa murphys and &quot;battle BC&quot; from the history channel,happiness
4992,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",sadness
4993,I'm calling your room-mate!!!,happiness
4994,"o, and happy mothers day",happiness
4995,Morning everybody,happiness
4996,Feeling like crap today. Hopefully a nice relaxing swim will do the trick,sadness
4997,watched sex &amp; the city season 1 &amp; drank a little wine w/ my date...just ended w/ a goodnight kiss. i could get used 2 this  night night!,happiness
4998,SWAY SWAY BABY zommgg love it  need more screamo tho boys,happiness
4999,"finally gone to the beach, yeaaaah!",happiness
5000,"&quot;suprised&quot; mom with a cake and a present, because it's mother's day!  dad had bought flowers. : &gt;",happiness
5001,"What a fantastic full-on weekend!  Going to finish on a high, with a cheeky chilli thai fried rice &amp; a few glasses of red",happiness
5002,eating truffles  yum!,happiness
5003,"Installed NetGear 802.11n (draft) router today, throughput has definately increased",happiness
5004,Sweet dreams!I'm tired  I'm so excited I might actually get to golf in the morning! Family tradition!,sadness
5005,Last week I had 516 hits on my guinea pig pictures on webshots! And I didn't even promote them! Way to go,happiness
5006,is wishing everyone a blessed &amp; beautiful Mother's Day!,happiness
5007,Twas a good show. I even liked Ciara's last song.   Time for me to go to bed. G'night!,happiness
5008,Does anyone still play N64 anymore? or Super Nintendo? Weren't those days the best? haha. So many flashbacks!,happiness
5009,feels at home to be back at church,happiness
5010,had a great time talkin with Mike tonight for three hrs.,happiness
5011,"Finally home and exhausted.  Work week is over, but I still expect less than 5 hours sleep tonight.  Happy Mother's Day! I luv you Mom",sadness
5012,and to think that all I've ever played for is just fun   I suck at marketing and promotion..,sadness
5013,Using my old phone!  gosh! I miss this phone!,happiness
5014,"Good morning World   This will be another wonderfull day, starting with breakfst with champions...  my kids ofcourse",happiness
5015,i just realized im off tomorrow. goin to the beach! who wana come?,happiness
5016,12 more days until CA!! i get to see my paniniii,happiness
5017,Going to get some strawberries for the champagne tonight!,happiness
5018,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,happiness
5019,im slowly losing followers one by one.,sadness
5020,"You know you're up too late when the TCU nightly scan starts! Oh well, I graduated today",happiness
5021,"had cold rock, choc mint+bubblegum+cookie+flake+nerds= YUM!!!! XD .  had a fun day.",happiness
5022,Happy mother's day and to the god mother's and step mother's too....,happiness
5023,the sun is waking me up. what a beautiful day,happiness
5024,"thnkn bout yesterday..best day ever!&amp; 2day Virtus vs Treviso at da futurshow..hard game,gotta win! FORZA RAGAZZI!!!",happiness
5025,i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.,sadness
5026,trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,happiness
5027,Happy Mother's Day to all the mothers!!,happiness
5028,had fun at her b-day celebration.,happiness
5029,"Ordering pizzas, watching Diggnation, trying out Tweetdeck. All is good",happiness
5030,home! tonight was so much fun! goodnight twitterbugs!,happiness
5031,I had fun at Daisy's Mexican Fiesta .,happiness
5032,wooh! 100th tweet  i have no life xD,happiness
5033,i find John Mayer's tweets mighty entertaining for a hearty laugh...so thanks John,happiness
5034,Fab sunny day,happiness
5035,Celebrated Mother's Day with the best lamb roast lunch followed by a box of Cadbury's shared around the table. It was a wonderful day,happiness
5036,"Sex on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over.",happiness
5037,watching freo on a sunday arvo is a good hobby,happiness
5038,liking my fake tan orange colour,happiness
5039,is updating you LIVE from Benihana of Tokyo in Waikiki  Happy Birthday Mark!!!,happiness
5040,Chillin' following some cool people!,happiness
5041,Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!,happiness
5042,"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out",happiness
5043,'Allo there twitter  how are we today?,happiness
5044,mozart requiem tonight,happiness
5045,For those of us who's hearts break a little more this time of year know that you are loved and next week is a new week.,happiness
5046,"Woah!! Awesome show!! Glad to be back at the hotel, though.. Nightie night and Happy Mother's Day to all you mommy's!!",happiness
5047,"time always seems to fly when im with wade, its weird; but i like it... a lot!",happiness
5048,Enjoy your hols  xxx,happiness
5049,first time in weeks to see the clear blue sky,sadness
5050,Well off 2 bed...cant wait 2 party 4 Mother's Day in like 14 hours or so,happiness
5051,Last night went really well. Got some cracking shots,happiness
5052,I had the best weekend ever,happiness
5053,"Morning all its beautiful out already, glorious sunshine. Wash and vacum car Done, fill with petrol Done, bbq stuff buy Done.",happiness
5054,"Gooooooood morning, campers!  And happy Mother's Day!",happiness
5055,this is my movie weekend!! i've watched 5 movies so far,happiness
5056,got a new dog,happiness
5057,what a beautiful morning! nice to be out,happiness
5058,Watching Everything Is Illuminated  and dreaaaming&lt;3,happiness
5059,Gorgeous day! Off to Hash around Waterley Bottom - wonderful name for a village! Quiz Mistressing at the Porto this evening,happiness
5060,Just Decorated Moms Room While She Was Asleep For Mothers Day  She'll Wake Up To A Banner And Balloons! Woo!,happiness
5061,Happy mother's day everyone!,happiness
5062,Happy Mother's Daaay!!,happiness
5063,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",happiness
5064,SCENE SLUTS AT 4AM IS ALWAYS THE SHIT,sadness
5065,looked up weather for greece this weekend....80 and sunny OMGZ,happiness
5066,"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die.",sadness
5067,HaPPy MothErS Day!!! Feliz Dia deLAS MAdres  mine is already in Heaven.. =( Miss you...,sadness
5068,"ok.. BEST SNL episode i've seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G'nitey, tweet tweets!",happiness
5069,just got home from work.... and is chugging down a big bottle of apple juice.,happiness
5070,Is on her way home  aloha and good night everyone!,happiness
5071,Wow! That's what I say about star trek.  very cool.,happiness
5072,"Nine o'clock on a Sunday morning - Outside, sat around the table enjoying the early rays of sun, reading Twitter article in Sunday Times",happiness
5073,"After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly",happiness
5074,Having dinner at Jiuliani's with family YUM!!!,happiness
5075,"This wraps it up. Well, again a lesson that you shouldn't take nude photos of yourself when you're famous. Or maybe you really should!",sadness
5076,but worth it i spose,happiness
5077,Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,happiness
5078,happy mothers day,happiness
5079,Mana - Everything they've ever made since 1986,sadness
5080,"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fun",happiness
5081,had an awesome day at the zoo yes2dy!!!!! now gettin ready 4 church  yay!!!,happiness
5082,OK YALL ITS TIME FOR ME TO GO TO MY ROOM &amp; CUDDLE WIT SASHA LOL SEE YALL LATER ALLIGATORS! HAPPY MOTHERS DAY TO DA MOMS &amp; MOMS 2 BE,happiness
5083,I'll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,happiness
5084,"Fantastic weekend - hairdressers, stylish luncheons &amp; a Fabulous girlie night with wine, cheeses &amp; chocolates...And dancing till morning",happiness
5085,Yay me! I did good on my com final  I needa step up next semester forsure tho. No more distractions.,happiness
5086,catching up on my reading... twitter n BF break,happiness
5087,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He's dreeaamy  Yup, my crushed spirit is on the mend.",happiness
5088,Beer pong and dubstep. Good nite,happiness
5089,"trying to do a blend. i know, i suck at them but there's no harm in trying.",sadness
5090,Morniiing twitter  eating cereales and watching BLG dvd like every sunday morning ^^ï¿½,happiness
