text,affect,sentiment
The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,neutral,neutral
Okay?,neutral,neutral
So as long as it's hot onstage you got nothing to worry about.,neutral,neutral
"It's when the heat goes away, that's when you're in trouble.",neutral,neutral
Really?,surprise,positive
"Look, you guys have been to every play I've ever been in, have I ever had chemistry on stage?",neutral,neutral
No.,neutral,neutral
Noooo!!,neutral,neutral
"Ursula!  Wait! Err-err, it's me! Phoebe!",surprise,positive
"Oh, I thought there was a mirror there. Okay, bye-bye.",neutral,neutral
"Wait a second! So, what's new with you?",surprise,positive
"Umm, nothing. I mean, I'm getting married next week.",neutral,neutral
And your breasts! Hmm!!!,surprise,positive
Okay.,neutral,neutral
"Umm look, you're coming on a little strong.",fear,negative
"But I'm going to give you the benefit of the doubt, because it seems the universe really wants to be together.",neutral,neutral
"So, why don't we just start over okay?",neutral,neutral
And you can just tell me about yourself.,neutral,neutral
All right.,neutral,neutral
Okay.,neutral,neutral
"I write erotic novels, for children.",neutral,neutral
What?!,surprise,negative
They're wildly unpopular.,neutral,neutral
Oh my God!,disgust,negative
"Oh also, you might be interested to know that I have a Ph.D.",neutral,neutral
Wow! You do?,surprise,positive
"Yeah,  a Pretty Huge",joy,positive
All right.,disgust,negative
"So, uh, how's she doing?",sadness,negative
The doctor says it's a matter of hours.,sadness,negative
"How-how are you, Mom?",sadness,negative
"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",anger,negative
What?,surprise,positive
What's different?,surprise,negative
Nothing.,neutral,neutral
"Oh, maybe that's it.",neutral,neutral
"She is unbelievable, our mother is...",anger,negative
"Okay, relax, relax.",neutral,neutral
"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",neutral,neutral
Oh God!,surprise,negative
The fuzzy little mints at the bottom of her purse.,neutral,neutral
Oh!,surprise,positive
"...Yeah, they were gross.",disgust,negative
"Oh, you know what I loved?",joy,positive
Her Sweet 'n' Los.,joy,positive
How she was always stealing them from- from restaurants.,joy,positive
"Not just restaurants, from our house.",neutral,neutral
Maybe.,neutral,neutral
You can't!,surprise,negative
Why?  Seriously I did not understand a word that    you said.,surprise,negative
In the hall.,neutral,neutral
"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",neutral,neutral
But occasionally you get your person who wants them in a pose.,neutral,neutral
"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",neutral,neutral
"Joey, if I go first, I wanna be looking for my keys.",neutral,neutral
That's a good one!,joy,positive
"Hey, Joe.",neutral,neutral
"Dad, Ronni's here.",neutral,neutral
Huh?,surprise,negative
"So now, these are all the tuxedos that we make and if there's anything that you like, we can make you a deal.",neutral,neutral
Anything at all.,neutral,neutral
But these are the three that Monica pre-approved.,neutral,neutral
"Well, thanks a lot for hookin' me up Rach. I want you to know that I want you to attend our wedding as my guest.",joy,positive
I'm Monica's maid of honor. Okay? Don't try to blue pin me!,anger,negative
"Oh here, I think this is us.  Yeah.",neutral,neutral
Limited seating my ass. Let's see who made the cut.  Hi!,anger,negative
I'm Monica Gellar. Who do you know the bride and groom?,neutral,neutral
Used to work with her. Used to! I'm a relative and I didn't get invited! A,anger,negative
"Stop saying, ""Blood"" to strangers.",sadness,negative
"So, how about you huh? How do you know the happy couple?",joy,positive
"Okay, you're fine.",neutral,neutral
"Monica, why have you brought me here of all places?!",surprise,negative
You'll see.,neutral,neutral
"I tell you, this wedding is not going to happen.",joy,positive
"Okay? But-but imagine a lot more lights, okay? And-and y'know fewer bricks, and-and-and flowers, and candles",neutral,neutral
"And the musicians, look, they can go over here , okay? And the chairs can face this way , and  You go.",neutral,neutral
"But-but, if you don't love this, we'll do it in any other place at any other time.",neutral,neutral
"Really, it's fine, whatever you want.",neutral,neutral
It's perfect.,joy,positive
"And, I don't know, if it starts to rain",joy,positive
Well then we'll get wet.,anger,negative
Ohh. And I don't even have a date.,sadness,negative
Coming.,neutral,neutral
I have a bone to pick with you.,anger,negative
Uh-oh.,fear,negative
Yes! Ben learned a little trick.,anger,negative
Oh yeah? Did he pull the old,surprise,positive
That's right! That's right!,joy,positive
Oh that.,neutral,neutral
Yeah that! You know I hate practical jokes! They're mean and they're stupid and-and I don't want my son learning them!,anger,negative
Y'know what? It doesn't matter! Because it is not true!,anger,negative
Okay.,neutral,neutral
"And if it were true, how",neutral,neutral
Ms. Monroe  Oh there you go.,neutral,neutral
Mark's a genius!,surprise,positive
Why?! How?! How is he a genius?,surprise,negative
"Look, don't you see what's happening here.",anger,negative
"Instead of hitting on her right away, he's becoming her confidant.",anger,negative
Now he's gonna be the guy she goes too to complain about you.,neutral,neutral
What am I going to do?,fear,negative
"Well, why don't you send her a musical bug, op, no you already did that.",neutral,neutral
"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",neutral,neutral
I don't know you guys.,fear,negative
"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",disgust,negative
"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",disgust,negative
"And before you know it, she's with him.",anger,negative
"And you'll be all, 'Ohh, man!'",anger,negative
"And he'll be all, 'Yes!'",anger,negative
"And us, we'll be like, 'Wh-whoa, dude.'",joy,positive
"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",disgust,negative
"And we'll be like, 'Man get over it, it's been four years!!'",disgust,negative
He paints quite a picture doesn't he?,neutral,neutral
"This is what I've got going for the party so far, liquor wise. Get a lot of liquor.",neutral,neutral
Great. Great.,neutral,neutral
"Okay, now uh, in terms of the invite list, I've got you, me, and Chandler and I'm gonna invite Gunther cause, well, we've been talking about this pretty loud.",neutral,neutral
I'll be there.,neutral,neutral
"Listen, I know this is your party, but I'd really like to the number of museum geeks that are gonna be there.",neutral,neutral
"Yeah. Tell ya what, let's not invite any of the anthropologists, only the dinosaur dudes!",neutral,neutral
Okay! We'll need a six-pack of,neutral,neutral
"Hey guys, what are you doing?",neutral,neutral
"Hey, y'know what, if you're gonna do that, if you're gonna name him Joey, you should name him Chandler.",neutral,neutral
"Oh, come on!",sadness,negative
"Chandler's funny, sophisticated, and he's very loveable, once you get to know him.",neutral,neutral
"Oh well, hey, Joey's loveable too! But the thing about Joey is, if you need him, he'll be there.",neutral,neutral
"Well, Chandler will be there for you too.",neutral,neutral
"I mean, well, he might be a little late, but-but, he'll be there.",neutral,neutral
"And he'll bring you some cold soda, if want you need him for is that you're really hot.",neutral,neutral
What do ya say? What do ya say?,neutral,neutral
"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",neutral,neutral
"But, all right, I don'tmaybe I'll just name him The Hulk.",neutral,neutral
I knew I shouldn't have mentioned it! That's what I wanted to name my kid!,sadness,negative
"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",sadness,negative
I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,surprise,negative
"Well, at least she had the chance to leave a man at the altar...",joy,positive
What's that supposed to mean?,surprise,positive
Nothing! It's an expression.,neutral,neutral
No it's not.,neutral,neutral
Don't listen to your mother.,neutral,neutral
"You're independent, and you always have been!",neutral,neutral
"Even when you were a kid... and you were chubby, and you had no friends, you were just fine!",neutral,neutral
"And you would read alone in your room, and your puzzles...",neutral,neutral
PBS Telethon.,neutral,neutral
Hi Joey.,neutral,neutral
Hey Pheebs!,joy,positive
I,neutral,neutral
"$200? Are you sure Pheebs? I mean, after what",surprise,negative
"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",anger,negative
What kind of problem?,surprise,negative
"Well to tell you the truth, they uh,  they had a problem with the bag!",sadness,negative
Oh my God!,surprise,negative
Y'know what? It was a stupid play anyway!,sadness,negative
"Y'know, Joey, I think it's time to give up the bag.",sadness,negative
I don't wanna give up the bag.,sadness,negative
I don't have to give up the bag!,anger,negative
Do I Rach?,sadness,negative
"Oh, you think I should give up the bag!",anger,negative
"Honey wait, Joey, I'm sorry I mean as terrific as I think you are with it",neutral,neutral
I just don't know if the world is ready for you and your bag.,sadness,negative
I can't believe I'm hearing this!,sadness,negative
Wait a minute!,sadness,negative
Wait a minute!,anger,negative
"I'm not saying that you shouldn't have a bag, I justit's just there are other bags that are a little less umm,  controversial.",neutral,neutral
"Yeah umm, they're called wallets.",neutral,neutral
I think you'll find this room more to your liking.,neutral,neutral
"Okay, great.",joy,positive
They say he's only got half a tank left.,neutral,neutral
Half a tank? We still got a lot of high-speed chasing to do!,surprise,positive
We're switching rooms again.,anger,negative
What? Why?,surprise,negative
"This is a garden view room, and we paid for an ocean view room.",anger,negative
Our last ocean view room was unacceptable to you.,joy,positive
"Excuse me, umm, can I talk to you over here for just a second?",anger,negative
Uh-huh.,neutral,neutral
Chandler!,neutral,neutral
Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,anger,negative
Joey. Joey. Joey. Joey! Joey!!,anger,negative
"Oh. Oh, did-did-did I wake you?",surprise,negative
Hey!,joy,positive
"Hey! Oh, I was just about to leave. I-I-I-I didn't think you were coming.",surprise,positive
"Oh, I wouldn't miss this.",joy,positive
"Well, I'm very glad you're here.",joy,positive
"Oh, you're such a gentleman.  Come on! We're going to my place!",joy,positive
